SiteID,SiteName,Project,TYPE,MGMT2,Stream,Drain_Density,Ave_Ann_CWD,Ave_Annual_Precip,Ave_Basin_Elev,MTBS_mod_sev_km2,MTBS_high_sev_km2,Harv_Intensity_High,Harv_Intensit_Med,Harv_Intensit_L,RoadLength_Km,RoadDens_km2,ShedAreakm2,PCT_HIGH_harv_int,PCT_MOD_harv_int,PCT_MTBS_mod,PCT_MTBS_high,Pct_NFS,MeanBF,MeanBankAn,MeanWDTran,MeanStab,Mgmt,MeanGrad,MeanPoolDp,MeanPoolFr,MeanD50,MeanPoolPc,MeanPTFine,MeanLWFrq,MeanUnCutP,,,,
175,041-01-I,CRB,I,R,Cox,1.66,320.73,970.10,1845.40,0.37,1.02,0.00,0.00,0.00,0.00,0.00,51.05,0.00,0.00,0.72,2.00,98.96,11.72,112.25,29.38,97.06,Reference,0.64,0.75,18.86,0.05,54.11,26.66,300.89,34.00,,,,
176,041-04-I,CRB,I,R,Twentyfive Mile,1.07,290.01,1229.61,1848.99,0.00,0.00,0.00,0.00,0.00,10.16,0.20,50.24,0.00,0.00,0.00,0.00,99.51,12.87,121.25,33.45,89.20,Reference,0.82,0.56,11.17,0.06,20.00,5.59,152.77,24.44,,,,
177,041-07-I,CRB,I,R,Schafer,1.15,298.54,1341.28,1883.13,1.44,10.86,0.00,0.00,0.00,0.00,0.00,64.77,0.00,0.00,2.23,16.77,100.00,14.24,124.25,40.13,91.81,Reference,0.45,0.76,14.08,0.04,38.16,11.25,171.95,27.84,,,,
178,041-09-I,CRB,I,M,Morrison,1.53,292.70,1185.01,1891.58,1.88,0.78,0.02,0.00,0.04,9.03,0.14,65.79,0.03,0.00,2.86,1.18,99.91,14.49,117.00,38.80,86.61,Managed,0.78,0.65,22.92,0.04,51.51,4.91,321.55,30.78,,,,
179,042-02-I,CRB,I,M,Conner,0.96,322.95,1427.27,1684.42,0.00,0.00,0.00,0.18,0.00,13.59,0.53,25.82,0.00,0.70,0.00,0.00,100.00,9.50,113.25,23.75,98.86,Managed,2.83,0.34,27.26,0.09,22.80,4.23,279.35,30.34,,,,
180,042-03-I,CRB,I,M,Dudley,1.14,380.73,1052.19,1454.44,0.00,0.00,1.49,1.10,0.44,15.23,1.38,11.05,13.48,9.99,0.00,0.00,100.00,4.49,101.25,15.53,96.84,Managed,3.08,0.17,60.39,0.06,23.77,23.15,306.50,36.99,,,,
181,042-04-I,CRB,I,M,Logan,1.01,329.56,1295.86,1679.40,0.00,0.00,0.61,0.51,2.59,14.53,0.85,17.18,3.54,2.99,0.00,0.00,100.00,6.22,128.75,18.44,97.67,Managed,2.41,0.22,39.30,0.06,20.22,5.41,310.54,13.83,,,,
182,042-05-I,CRB,I,M,Felix,0.76,350.63,1232.50,1618.91,0.00,0.00,1.43,2.16,5.34,0.42,0.02,23.22,6.16,9.29,0.00,0.00,100.00,7.71,121.00,20.99,97.73,Managed,2.18,0.29,57.40,0.06,41.93,11.28,465.14,18.45,,,,
183,042-07-I,CRB,I,R,Twin,1.18,314.68,1164.49,1771.32,0.66,0.16,0.00,0.00,0.00,0.00,0.00,70.76,0.00,0.00,0.93,0.23,100.00,12.21,140.75,26.22,98.22,Reference,1.76,0.48,19.54,0.10,24.44,7.12,93.05,8.35,,,,
184,042-09-I,CRB,I,R,Lower Twin,0.94,339.11,1112.80,1675.34,0.00,0.00,0.00,0.00,0.06,0.00,0.00,57.83,0.00,0.00,0.00,0.00,100.00,8.13,126.25,16.20,100.00,Reference,2.31,0.47,41.25,0.12,54.77,4.69,19.26,18.56,,,,
185,042-17-I,CRB,I,R,Sullivan,1.17,303.08,1362.60,1798.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.10,0.00,0.00,0.00,0.00,100.00,8.40,122.00,23.66,97.73,Reference,1.62,0.30,22.75,0.09,25.64,7.90,187.58,21.83,,,,
187,043-04-IS,CRB,IS,R,Gorge,1.39,295.39,1441.65,1912.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.64,0.00,0.00,0.00,0.00,100.00,13.27,85.25,22.07,95.89,Reference,0.49,0.61,21.47,0.04,54.85,11.07,776.67,58.96,,,,
188,043-07-I,CRB,I,R,Dean,1.57,315.92,1234.78,1866.95,0.38,0.85,0.00,0.00,0.05,0.00,0.00,46.80,0.00,0.00,0.81,1.82,100.00,10.37,142.00,29.48,100.00,Reference,1.71,0.31,11.49,0.07,10.47,7.43,145.99,4.75,,,,
189,043-15-I,CRB,I,M,Bunker,1.70,302.88,1396.25,1871.31,0.58,0.54,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,2.14,2.01,100.00,9.65,111.75,23.67,95.82,Managed,0.83,0.29,43.66,0.07,44.14,4.33,334.53,37.27,,,,
190,044-02-I,CRB,I,R,Lewis,1.50,375.59,905.68,1666.06,4.30,2.88,0.00,0.00,0.00,0.00,0.00,17.25,0.00,0.00,24.91,16.67,100.00,4.73,111.50,17.26,99.38,Reference,1.47,0.28,73.18,0.03,47.11,28.86,253.24,28.35,,,,
191,044-03-I,CRB,I,R,Big Salmon,1.06,285.52,1439.52,2062.91,0.29,0.41,0.00,0.00,0.00,0.00,0.00,51.46,0.00,0.00,0.57,0.79,98.82,13.02,106.25,26.85,96.88,Reference,0.81,0.24,14.82,0.07,23.15,2.67,216.35,34.68,,,,
192,044-08-I,CRB,I,R,Albino,1.79,270.21,1555.28,2112.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.73,0.00,0.00,0.00,0.00,100.00,11.93,104.75,19.58,95.44,Reference,0.51,0.64,45.07,0.02,56.68,26.41,996.20,36.81,,,,
193,044-18-I,CRB,I,R,Little Salmon,1.19,296.40,1350.35,1950.83,0.13,0.03,0.00,0.00,0.00,0.00,0.00,146.55,0.00,0.00,0.09,0.02,100.00,14.63,107.75,20.32,98.96,Reference,0.20,0.42,13.81,0.06,47.41,8.97,331.70,31.11,,,,
194,045-02-I,CRB,I,R,Dry Fork N.F. Blackfoot,2.93,313.05,1138.88,2084.64,1.27,0.90,0.00,0.00,0.00,0.00,0.00,36.74,0.00,0.00,3.45,2.46,99.80,5.27,118.25,14.62,98.92,Reference,1.46,0.25,39.52,0.06,31.62,6.02,99.55,26.88,,,,
195,045-05-I,CRB,I,R,Calf,0.72,330.18,1105.00,2001.84,1.04,1.50,0.00,0.00,0.00,0.00,0.00,19.75,0.00,0.00,5.25,7.58,100.00,1.73,82.25,5.48,100.00,Reference,1.18,0.26,124.61,0.02,50.00,19.58,0.00,57.68,,,,
196,045-20-I,CRB,I,M,Lake,2.09,342.18,930.76,1985.22,6.58,10.29,0.00,0.00,0.00,0.00,0.00,35.72,0.00,0.00,18.42,28.81,99.27,6.57,127.25,20.75,96.91,Managed,1.50,0.20,57.21,0.04,38.41,7.30,543.61,17.87,,,,
197,046-02-I,CRB,I,M,Jim,5.38,315.11,1336.15,1884.25,0.00,0.00,2.82,0.21,0.01,26.23,1.19,22.09,12.77,0.96,0.00,0.00,99.21,9.00,113.25,25.68,100.00,Managed,2.74,0.60,60.95,0.04,54.17,26.06,812.69,27.91,,,,
198,046-06-I,CRB,I,M,Kraft,1.47,342.25,1309.47,1821.97,0.00,0.00,4.32,1.67,0.40,44.14,1.06,41.46,10.43,4.03,0.00,0.00,100.00,9.96,118.75,25.98,99.41,Managed,2.24,0.42,19.66,0.09,20.61,4.57,316.65,23.28,,,,
199,046-08-I,CRB,I,M,Goat,1.12,334.83,1346.38,1710.28,0.00,0.00,1.82,0.43,0.67,27.88,0.58,54.72,3.33,0.79,0.00,0.00,64.94,8.80,105.50,19.70,96.69,Managed,1.37,0.44,37.43,0.03,47.97,14.25,736.91,37.08,,,,
200,046-11-I,CRB,I,M,Crazy Horse,1.45,288.86,1604.12,2035.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.22,0.00,0.00,0.00,0.00,99.87,9.18,90.00,17.60,99.41,Managed,2.06,0.33,40.75,0.14,41.34,7.36,533.39,53.68,,,,
201,046-12-I,CRB,I,M,Cedar,0.89,332.40,1192.38,1772.13,0.00,0.00,1.67,0.00,0.00,14.31,0.44,32.58,5.13,0.00,0.00,0.00,99.31,7.76,115.33,17.27,100.00,Managed,0.74,0.39,52.84,0.03,67.51,16.89,668.31,29.28,,,,
202,046-18-I,CRB,I,R,Lion,1.63,249.61,1765.37,2150.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.33,0.00,0.00,0.00,0.00,100.00,8.21,104.25,22.04,98.09,Reference,1.86,0.34,41.94,0.06,39.47,8.28,500.03,38.55,,,,
203,046-19-I,CRB,I,M,Lost,0.82,347.89,1381.59,1645.29,1.95,0.60,2.14,1.01,1.31,28.56,0.46,80.34,2.66,1.25,2.43,0.75,77.88,12.13,93.33,33.31,93.04,Managed,0.76,0.58,23.05,0.05,56.53,6.02,241.61,49.84,,,,
204,047-06-I,CRB,I,M,Colt,1.29,410.78,932.04,1533.06,0.00,0.00,0.73,0.20,0.04,13.02,1.34,9.73,7.50,2.09,0.00,0.00,100.00,3.71,97.50,7.07,98.00,Managed,0.89,0.45,84.38,0.00,85.16,66.80,392.86,41.00,,,,
205,047-10-I,CRB,I,M,Seeley,2.53,469.76,611.66,1509.82,1.86,0.75,1.74,3.97,0.00,17.99,1.92,9.36,18.60,42.37,19.85,8.00,99.97,2.64,95.50,9.56,98.22,Managed,1.96,0.19,117.53,0.02,51.57,22.44,215.79,45.52,,,,
206,047-11-I,CRB,I,M,Clearwater,1.66,371.92,1100.02,1763.18,0.00,0.00,1.53,6.05,0.13,28.98,0.66,43.94,3.48,13.77,0.00,0.00,99.04,10.01,105.25,26.82,92.72,Managed,1.54,0.48,39.33,0.05,53.22,11.24,88.89,37.82,,,,
208,049-01-I,CRB,I,M,Alice,1.94,382.76,698.67,1924.48,7.75,10.45,0.00,0.13,10.70,5.29,0.16,33.15,0.00,0.40,23.37,31.53,99.73,5.27,123.00,15.30,94.90,Managed,0.67,0.42,50.51,0.01,71.37,52.93,105.97,14.36,,,,
210,049-02-IS,CRB,IS,R,Meadow,3.32,333.91,1042.04,2069.64,1.06,1.68,0.00,0.00,0.00,0.00,0.00,17.69,0.00,0.00,5.99,9.48,100.00,6.44,111.62,19.62,93.73,Reference,0.86,0.42,51.54,0.04,56.26,11.04,239.39,31.42,,,,
212,049-03-IK,CRB,IK,M,Keep Cool,1.01,442.17,661.18,1755.13,2.24,1.81,1.07,0.83,0.43,29.24,1.80,19.42,5.53,4.29,11.56,9.34,83.12,3.96,108.67,10.22,100.00,Managed,2.58,0.23,61.21,0.05,36.88,7.93,255.83,31.20,,,,
213,049-04-I,CRB,I,R,Falls,1.05,337.37,847.36,2076.02,2.93,2.93,0.00,0.00,0.00,0.00,0.00,17.66,0.00,0.00,16.58,16.57,99.96,6.29,124.50,21.01,93.13,Reference,1.45,0.26,58.29,0.02,47.52,47.00,847.82,17.02,,,,
214,049-07-I,CRB,I,M,Sandbar,1.19,416.88,583.78,1829.80,0.00,0.00,0.00,0.00,0.06,8.14,1.35,6.01,0.00,0.00,0.00,0.00,97.32,2.04,94.75,7.22,98.75,Managed,1.38,0.43,111.56,0.00,68.81,53.57,57.84,43.64,,,,
216,049-08-I,CRB,I,R,E.F. of N.F. of Blackfoot,2.83,328.24,1068.01,2084.14,4.56,5.54,0.00,0.00,0.00,0.00,0.00,104.24,0.00,0.00,4.37,5.32,100.00,10.34,107.25,14.73,94.99,Reference,0.37,0.49,18.60,0.05,55.01,14.55,708.35,29.61,,,,
218,049-11-I,CRB,I,R,Landers Fork,1.54,317.83,1008.60,2134.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.37,0.00,0.00,0.00,0.00,99.73,7.30,121.75,15.77,98.22,Reference,0.81,0.39,35.96,0.06,66.01,4.98,430.56,22.16,,,,
219,049-12-I,CRB,I,M,Cadotte,1.04,428.36,597.40,1767.84,0.00,0.00,0.00,0.00,0.00,5.09,0.86,7.03,0.00,0.00,0.00,0.00,77.11,3.17,119.00,12.87,90.41,Managed,1.09,0.20,91.72,0.02,50.55,36.36,6.88,19.70,,,,
220,049-13-I,CRB,I,M,Snowbank,1.17,347.76,953.69,2048.97,0.13,0.23,0.08,0.12,0.00,8.42,0.51,16.56,0.46,0.75,0.80,1.39,100.00,4.98,73.50,8.82,94.21,Managed,4.89,0.25,93.50,0.04,36.58,23.07,821.06,65.63,,,,
221,050-04-IS,CRB,IS,M,Willow,1.78,418.63,637.52,1815.29,0.00,0.00,1.58,0.94,0.92,31.55,1.56,20.66,7.66,4.57,0.00,0.00,97.97,4.90,112.85,17.65,93.51,Managed,2.61,0.20,56.84,0.03,29.52,17.85,205.36,26.97,,,,
223,051-02-IK,CRB,IK,M,N.F. Lower Willow,1.10,377.34,680.72,1960.44,0.00,0.00,0.06,0.65,0.00,16.79,0.77,21.78,0.30,2.99,0.00,0.00,100.00,4.49,121.75,14.97,92.05,Managed,2.55,0.22,73.94,0.04,35.82,5.95,148.05,26.25,,,,
224,051-04-I,CRB,I,M,S.F. Douglas,0.94,384.55,625.90,1979.80,0.00,0.00,0.44,0.33,0.00,25.84,2.74,9.43,4.61,3.49,0.00,0.00,79.00,3.43,94.00,9.03,98.81,Managed,3.57,0.24,58.68,0.04,27.88,23.80,80.05,45.97,,,,
225,051-05-IK,CRB,IK,M,Sawmill,0.70,428.66,530.62,1901.88,0.00,0.00,0.45,0.17,0.00,8.82,1.43,7.21,6.29,2.41,0.00,0.00,85.33,1.90,111.75,7.35,99.41,Managed,2.57,0.18,87.83,0.05,32.07,58.97,84.02,28.15,,,,
226,051-06-I,CRB,I,M,Foster,1.05,336.49,868.72,2311.08,0.00,0.00,0.45,0.14,0.39,21.45,0.52,41.59,1.08,0.34,0.00,0.00,98.62,6.05,105.75,14.19,95.86,Managed,2.41,0.33,48.28,0.07,33.06,14.64,80.57,38.80,,,,
227,051-08-I,CRB,I,M,Warm Springs,0.82,347.12,849.96,2262.65,0.00,0.00,0.19,1.54,0.00,31.87,0.67,47.79,0.39,3.22,0.00,0.00,89.62,6.15,94.75,10.38,96.64,Managed,2.07,0.29,42.49,0.07,39.15,8.25,94.22,47.92,,,,
228,051-10-IK,CRB,IK,M,S.F. Willow,1.11,388.10,605.75,1991.02,0.00,0.00,10.03,0.22,0.00,52.02,1.31,39.70,25.28,0.56,0.00,0.00,91.67,7.90,118.33,29.91,95.23,Managed,2.29,0.27,29.03,0.05,20.46,35.14,122.42,22.60,,,,
229,051-11-I,CRB,I,R,Twin Lakes,0.37,239.29,927.16,2714.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,99.88,4.12,78.50,10.09,95.46,Reference,1.95,0.32,61.38,0.08,34.58,25.40,196.45,65.33,,,,
230,052-03-I,CRB,I,M,Snowshoe,1.36,414.75,635.05,1935.09,0.00,0.00,0.36,0.00,0.00,21.24,3.06,6.94,5.14,0.00,0.00,0.00,98.65,3.14,127.00,12.28,98.45,Managed,1.86,0.19,57.71,0.01,28.96,45.17,107.72,3.14,,,,
231,052-08-I,CRB,I,M,Elliston,1.03,447.75,510.45,1829.41,0.00,0.00,0.85,0.00,0.20,17.42,1.15,15.18,5.62,0.02,0.00,0.00,82.94,2.98,119.50,9.70,97.53,Managed,2.26,0.22,83.69,0.02,32.80,42.80,42.06,25.17,,,,
233,052-11-I,CRB,I,M,Little Blackfoot,1.09,370.03,779.50,2181.27,0.00,0.00,0.00,0.00,0.00,3.71,0.09,41.28,0.00,0.00,0.00,0.00,98.98,8.97,99.25,22.75,95.70,Managed,1.02,0.42,23.34,0.04,32.13,9.71,140.87,45.38,,,,
234,052-14-IS,CRB,IS,R,Rock,0.82,304.13,1022.28,2387.27,0.00,0.00,0.00,0.00,0.00,9.15,0.18,51.34,0.00,0.00,0.00,0.00,99.58,8.37,100.08,17.08,97.01,Reference,0.56,0.61,34.98,0.05,68.82,9.55,167.50,40.71,,,,
235,053-01-I,CRB,I,M,Beefstraight,1.13,389.34,624.55,2173.45,0.00,0.00,0.08,0.00,0.00,9.18,0.28,45.07,0.18,0.00,0.00,0.00,72.41,5.27,112.00,17.85,96.17,Managed,2.10,0.29,48.49,0.05,39.20,7.66,16.99,30.31,,,,
236,053-02-I,CRB,I,M,N.F. Dry Cottonwood,1.37,411.70,582.68,2092.78,0.00,0.00,0.23,0.00,0.00,11.87,2.11,5.62,4.07,0.00,0.00,0.00,99.93,2.13,112.00,9.79,98.09,Managed,2.67,0.18,138.10,0.00,44.15,62.03,74.18,31.37,,,,
237,053-04-I,CRB,I,M,Browns Gulch,1.30,419.85,504.01,2054.98,0.00,0.00,4.02,2.06,0.00,51.94,1.65,31.53,12.73,6.52,0.00,0.00,96.94,3.98,115.00,16.76,98.24,Managed,0.63,0.30,99.37,0.01,63.35,65.12,78.27,22.79,,,,
238,053-05-I,CRB,I,M,Tin Cup Joe,0.81,287.70,940.51,2466.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.84,0.00,0.00,0.00,0.00,97.53,5.27,90.25,15.25,97.00,Managed,2.69,0.34,42.53,0.05,27.59,15.03,213.81,53.70,,,,
239,053-07-I,CRB,I,M,Norton,2.85,441.30,492.37,1986.20,0.00,0.00,0.00,0.00,0.00,7.28,0.28,25.84,0.00,0.00,0.00,0.00,87.51,4.21,114.00,14.03,97.56,Managed,1.30,0.27,90.75,0.00,47.45,82.25,81.33,21.38,,,,
240,053-08-I,CRB,I,R,Lost,0.95,315.38,860.83,2398.49,0.00,0.00,0.00,0.00,0.00,0.07,0.00,20.63,0.00,0.00,0.00,0.00,99.68,4.46,83.50,13.78,99.41,Reference,2.86,0.28,42.40,0.06,30.73,22.99,409.92,57.91,,,,
241,053-11-I,CRB,I,M,Racetrack,0.77,336.44,861.83,2295.22,0.86,2.92,0.00,0.48,0.32,55.66,0.52,107.52,0.00,0.45,0.80,2.71,96.70,9.36,93.25,13.51,96.02,Managed,0.37,0.88,20.44,0.03,78.62,14.79,39.28,40.75,,,,
242,053-16-I,CRB,I,M,Dempsy,0.82,286.17,997.21,2500.57,0.00,0.00,0.00,0.00,0.00,7.34,0.33,22.53,0.00,0.00,0.00,0.00,100.00,6.61,96.67,15.46,94.88,Managed,0.20,0.90,38.15,0.00,90.29,58.79,117.85,42.33,,,,
243,054-01-I,CRB,I,M,Scotchman Gulch,2.01,402.32,607.32,1968.99,1.10,1.38,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00,11.82,14.80,65.58,1.21,81.75,3.36,93.75,Managed,1.29,0.29,133.76,0.00,54.60,94.00,47.93,53.97,,,,
245,054-04-I,CRB,I,M,Moose Meadows,1.43,386.37,683.99,2065.32,2.37,4.88,0.44,1.05,0.00,6.32,0.23,26.99,1.62,3.87,8.76,18.08,100.00,3.66,85.00,8.64,96.80,Managed,0.77,0.26,44.30,0.02,37.91,30.82,9.39,52.04,,,,
246,054-06-I,CRB,I,R,E.F. Rock,1.06,298.68,875.50,2467.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.80,0.00,0.00,0.00,0.00,99.72,8.47,85.75,15.43,93.21,Reference,1.21,0.61,40.92,0.04,65.76,5.39,883.97,61.65,,,,
247,054-08-I,CRB,I,M,Upper Willow,1.23,374.01,832.79,2029.47,0.00,0.00,0.00,0.00,0.00,8.55,0.39,21.89,0.00,0.00,0.00,0.00,100.00,3.75,110.75,11.35,93.97,Managed,1.23,0.35,77.11,0.04,62.14,5.16,14.68,31.01,,,,
249,054-09-I,CRB,I,M,Stony,2.64,367.25,754.98,2054.03,0.00,0.00,0.00,0.09,0.70,17.15,0.24,72.77,0.00,0.13,0.00,0.01,99.57,9.28,99.75,19.86,97.89,Managed,2.04,0.38,26.78,0.09,27.21,3.27,186.90,40.90,,,,
251,054-11-I,CRB,I,M,Copper,0.98,340.34,920.76,2297.96,1.72,6.90,0.00,0.00,0.00,0.00,0.00,19.41,0.00,0.00,8.87,35.57,99.58,6.33,93.00,16.79,91.56,Managed,0.85,0.34,39.59,0.04,50.64,19.13,46.89,54.04,,,,
253,054-18-I,CRB,I,R,M.F. Rock,1.45,321.05,990.51,2368.05,1.09,7.07,0.00,0.00,0.00,0.00,0.00,12.11,0.00,0.00,9.00,58.37,99.84,5.73,77.33,13.71,91.41,Reference,2.98,0.33,80.38,0.03,48.40,5.74,952.54,67.46,,,,
254,054-20-I,CRB,I,M,Ross Fork of Rock,0.91,334.12,973.81,2281.59,0.24,0.44,0.00,0.00,0.00,0.00,0.00,41.69,0.00,0.00,0.57,1.04,100.00,9.89,92.00,15.70,89.98,Managed,0.31,1.14,32.90,0.01,92.18,16.16,1.61,50.25,,,,
255,055-06-I,CRB,I,M,Schwartz,1.10,425.71,698.74,1636.67,0.00,0.00,1.23,4.10,0.86,58.83,2.09,28.08,4.40,14.61,0.00,0.00,99.25,3.95,98.00,12.09,95.89,Managed,2.25,0.26,80.05,0.03,43.16,21.29,280.61,45.49,,,,
256,055-09-I,CRB,I,M,Brewster,1.34,412.72,726.35,1752.17,0.36,0.12,0.00,0.01,0.00,39.23,0.90,43.41,0.00,0.03,0.84,0.27,96.60,4.27,113.60,12.75,99.17,Managed,1.67,0.28,73.65,0.03,51.71,15.69,166.17,24.92,,,,
260,056-01-I,CRB,I,M,Little Boulder,1.70,402.43,942.10,2016.22,0.00,0.00,0.21,2.68,0.00,12.56,0.77,16.36,1.26,16.38,0.00,0.00,100.00,5.44,84.75,14.27,89.43,Managed,4.69,0.21,67.19,0.02,28.87,34.42,641.78,57.10,,,,
261,056-02-I,CRB,I,R,Overwhich,1.37,383.62,945.37,2137.21,0.00,0.00,0.18,0.00,0.18,6.82,0.10,71.03,0.26,0.00,0.00,0.00,99.83,9.16,105.50,19.46,96.59,Reference,1.85,0.37,25.59,0.06,28.98,12.54,579.78,35.67,,,,
262,056-03-I,CRB,I,M,Chicken,1.54,398.35,936.91,2050.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.66,0.00,0.00,0.00,0.00,100.00,4.17,97.50,10.82,97.50,Managed,1.38,0.30,73.02,0.04,56.48,18.72,357.07,43.49,,,,
264,056-06-I,CRB,I,M,W.F. Bitterroot,1.57,393.79,913.76,2110.30,12.15,27.81,3.78,3.61,4.41,95.37,1.04,92.22,4.10,3.92,13.17,30.16,99.15,7.25,88.75,15.72,98.08,Managed,0.99,0.40,36.06,0.03,45.59,42.66,536.15,53.90,,,,
265,056-07-I,CRB,I,M,Took,1.52,478.32,667.70,1690.05,0.00,0.00,0.52,1.84,0.00,47.54,6.08,7.83,6.64,23.53,0.00,0.00,100.00,1.60,105.67,6.86,94.63,Managed,1.90,0.19,151.85,0.01,50.10,25.17,49.90,33.13,,,,
266,056-10-I,CRB,I,R,No Name,1.26,372.80,1198.79,2136.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.78,0.00,0.00,0.00,0.00,100.00,5.01,100.00,15.92,99.41,Reference,1.33,0.39,69.14,0.02,61.03,17.51,250.12,45.59,,,,
267,056-11-I,CRB,I,R,Deer,1.50,389.67,978.99,2093.34,0.37,0.66,0.00,0.53,0.01,10.95,0.19,58.90,0.00,0.90,0.63,1.13,99.95,6.59,108.25,17.27,95.27,Reference,1.52,0.38,33.57,0.05,40.32,23.54,454.06,32.77,,,,
268,057-01-I,CRB,I,M,E.F. Bitterroot,1.29,370.42,831.39,2190.87,13.52,23.46,0.33,0.00,0.24,5.19,0.04,143.40,0.23,0.00,9.43,16.36,99.52,12.03,90.75,17.51,95.94,Managed,1.29,0.46,21.82,0.09,35.53,6.28,195.63,42.67,,,,
269,057-03-I,CRB,I,M,Cameron,1.66,391.48,768.25,2069.33,0.00,0.00,0.00,4.05,0.00,26.64,3.39,7.85,0.00,51.53,0.00,0.00,100.00,2.81,83.00,7.68,95.12,Managed,2.01,0.30,117.66,0.00,54.29,54.61,703.70,56.77,,,,
270,057-04-I,CRB,I,M,Meadow,1.70,381.04,877.04,2148.71,0.00,0.00,0.74,1.16,0.00,45.42,1.39,33.10,2.24,3.49,0.00,0.00,99.02,10.14,101.75,27.89,94.90,Managed,1.15,0.50,43.75,0.03,63.06,13.90,76.37,41.51,,,,
272,057-05-I,CRB,I,M,Piquett,1.46,384.70,930.79,2055.31,0.00,0.00,0.79,0.75,1.22,29.11,0.77,37.61,2.10,2.00,0.00,0.00,100.00,8.70,100.00,22.21,98.82,Managed,3.70,0.31,50.97,0.06,28.30,22.29,946.41,42.56,,,,
273,057-06-I,CRB,I,M,Laird,1.35,424.48,766.68,1877.08,0.00,0.00,2.24,0.48,1.07,41.15,2.03,20.28,11.04,2.39,0.00,0.00,100.00,4.40,109.75,13.15,98.86,Managed,4.52,0.21,63.90,0.06,22.28,14.33,454.62,31.40,,,,
274,057-11-I,CRB,I,M,Martin,1.59,390.44,785.11,2077.13,0.00,0.00,0.64,9.42,0.88,113.89,1.40,81.33,0.79,11.58,0.00,0.00,100.00,9.51,81.50,20.41,99.34,Managed,1.63,0.28,24.63,0.06,28.08,9.25,418.48,58.75,,,,
275,057-15-I,CRB,I,M,Warm Springs,1.17,393.43,901.66,2061.52,0.00,0.00,0.00,0.00,0.73,7.04,0.08,88.30,0.00,0.00,0.00,0.00,100.00,8.97,111.33,20.99,90.91,Managed,0.88,0.46,28.16,0.06,47.94,11.80,42.91,34.75,,,,
276,057-19-I,CRB,I,R,N.F. Trapper,0.74,333.56,1327.12,2255.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.26,0.00,0.00,0.00,0.00,100.00,7.26,83.75,12.25,91.90,Reference,0.48,0.49,53.64,0.01,69.33,32.52,1012.67,56.21,,,,
277,058-06-IS,CRB,IS,M,Sleeping Child,1.62,389.69,771.04,2029.99,1.27,1.24,0.78,0.63,1.24,89.17,0.85,104.46,0.74,0.61,1.22,1.19,99.93,11.25,117.92,26.48,97.64,Managed,1.34,0.42,36.79,0.06,53.94,13.39,787.76,25.03,,,,
278,058-07-I,CRB,I,R,Blodgett,0.74,329.83,1499.28,2095.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.62,0.00,0.00,0.00,0.00,100.00,12.84,90.50,20.22,93.18,Reference,0.26,0.67,28.14,0.02,82.83,17.49,2588.56,49.26,,,,
279,059-02-I,CRB,I,R,S.F. Bear,0.64,318.10,1413.35,2101.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.63,0.00,0.00,0.00,0.00,100.00,9.33,91.50,16.59,99.42,Reference,1.39,0.45,36.71,0.07,37.17,5.07,311.36,46.42,,,,
280,059-04-I,CRB,I,M,Bass,0.43,280.31,1545.50,2234.47,0.19,0.05,0.00,0.00,0.00,0.00,0.00,6.23,0.00,0.00,3.09,0.85,99.05,5.80,76.25,8.74,99.46,Managed,0.39,0.70,30.20,0.00,82.72,76.50,909.63,65.74,,,,
281,059-05-I,CRB,I,R,Sheafman,0.88,312.12,1395.87,2228.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.00,0.00,0.00,0.00,100.00,4.85,81.25,9.26,96.40,Reference,1.08,0.31,70.59,0.02,56.21,42.25,876.79,55.22,,,,
282,059-06-I,CRB,I,M,Burnt Fork Bitterroot,1.12,333.41,906.40,2167.98,0.00,0.01,0.13,0.00,0.13,20.26,0.27,76.10,0.16,0.00,0.01,0.01,100.00,7.43,87.75,11.56,99.38,Managed,2.13,0.38,18.76,0.13,15.58,1.02,165.34,55.22,,,,
283,059-07-I,CRB,I,M,Big,0.85,327.12,1278.88,2037.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.25,0.00,0.00,0.00,0.00,99.66,14.52,79.00,17.08,95.27,Managed,0.57,0.38,18.95,0.05,44.42,12.88,477.28,61.45,,,,
