site_id,AUG_ET_2000-2015_CPG_all,awc_int_100_CPG_all,BaseflowIndex_CPG_all,clay_100_CPG_all,dwta_CPG_all,fac_taudem_17all_int,hydrogrpA_100_CPG_all,hydrogrpB_100_CPG_all,hydrogrpC_100_CPG_all,hydrogrpD_100_CPG_all,impermeable_100_CPG_all,JUL_ET_2000-2015_CPG_all,nlcd_2011_Forest_100_CPG_all,nlcd_2011_Wetlands_100_CPG_all,permeable_100_CPG_all,sand_100_CPG_all,SEP_ET_2000-2015_CPG_all,silt_100_CPG_all,slope_percent_int_CPG_all,streamslope_percent_int_CPG_all,SWE_AVG_0301_CPG_all,SWE_AVG_0401_CPG_all,SWE_AVG_0501_CPG_all,SWE_AVG_0601_CPG_all,SWE_AVG_0701_CPG_all,SWE_AVG_0801_CPG_all,TWI_100_int_CPG_all,US_Precip_1981-2010_CPG_all,US_TMAX_1981-2010_int_CPG_all,site_name,project,type,mgmt2,stream,drain_dens,ave_ann_cw,ave_annual,ave_basin_,mtbs_mod_s,mtbs_high_,harv_inten,harv_int_1,harv_int_2,road_lengt,road_dens_,shed_areak,pct_high_h,pct_mod_ha,pct_mtbs_m,pct_mtbs_h,pct_nfs,mean_bf,mean_bank_,mean_wd_tr,mean_stab,mgmt,mean_grad,mean_pool_,mean_pool1,mean_d50,mean_poo_1,mean_pt_fi,mean_lw_fr,mean_un_cu,precip_cut,shed_cut,spatial_cl,normalize_,all_harves,higher_tha,residuals,MAP_UNIT_N,MAP_UNIT_D,MAP_UNIT_S,all_fire,utm1,utm2
1804,119,14,66,1040,143,43183,0,100,0,0,100,138,91,0,0,4435,51,4504,29,18,538,575,414,126,9,0,675,154708,1112,068-01-I,CRB,I,M,Yoosa,4.13,414.13,1538.67,1417.3,3.48,2.6,5.81,1.34,2.23,90.16,2.32,38.86,14.95,3.44,8.95,6.69,100,9.6,102,21.07,100,Managed,1.73,0.36,34.04,0.06,24.21,17.68,512.43,42.28,"(1.35e+03,1.61e+03]","(25.4,49.8]",1,6.23915459455,18.39,Low Harvest,-1.51727927924,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,15.64,-1506867.5326947458,2756368.0992569947
1806,123,14,66,1155,160,25253,0,100,0,0,100,142,97,0,0,4121,53,4712,29,18,508,527,382,97,2,0,669,151002,1138,068-05-I,CRB,I,M,Lolo,4.15,420.65,1514.86,1387.71,1.03,0.54,1.42,0.98,0.43,29.04,1.33,21.88,6.47,4.49,4.71,2.48,100,8.02,107.67,18.55,98.45,Managed,2,0.44,36.84,0.06,28.64,18.77,574.71,36.23,"(1.35e+03,1.61e+03]","[1.11,25.4]",1,5.29421860766,10.96,Low Harvest,-0.991417037562,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,7.19,-1506028.9531594021,2758472.3926412426
1811,126,11,62,495,149,23285,0,100,0,0,100,146,66,0,0,5298,47,4153,41,33,677,779,665,214,19,0,662,122469,1011,071-10-I,CRB,I,M,W.F. Floodwater,1.4,324.65,1238.98,1505.78,0,0,0.34,0,0.27,8.34,0.42,20.84,1.64,0,0,0,95.97,9.94,118.67,24.88,99.21,Managed,3.9,0.35,28.45,0.12,15.14,16.75,334.47,29.14,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,8.02272837334,1.64,Low Harvest,1.86179152748,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1514970.0187819507,2825165.43943721
1815,77,12,68,583,59,69215,0,100,0,0,100,109,88,0,0,5369,23,3986,37,21,640,740,621,191,9,0,675,161591,894,076-09-I,CRB,I,M,Boulder,0.94,353.3,1636.03,1826.34,2.19,3.48,1.5,0.49,0.06,22.39,0.36,62.24,2.41,0.78,3.51,5.59,100,10.84,123.33,18.57,99.21,Managed,2.25,0.57,28.02,0.15,36.07,7.79,171.59,17.78,"(1.61e+03,1.87e+03]","(49.8,74.1]",1,6.6257953705,3.19,Low Harvest,-2.33677144007,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,9.1,-1426532.4462506112,2766069.5001354855
2130,115,6,70,813,201,59457,0,95,0,5,93,141,92,0,7,6399,43,2700,42,27,264,245,151,34,3,0,662,104814,1018,032-17-I,CRB,I,M,Clear,1.1,321.13,1053.5,1411.68,0.01,0,5.02,8.54,0,116.96,2.19,53.51,9.38,15.97,0.03,0,99.1,10.46,126.33,23.96,97.87,Managed,1.76,0.16,4.05,0.06,2.37,6.33,267.8,19.88,"(839,1.1e+03]","(49.8,74.1]",3,9.9288087328,25.35,Low Harvest,1.35322601455,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0.03,-1463581.4836782448,2885099.4170624716
2141,97,8,74,1003,200,64049,8,92,0,0,100,124,67,0,0,4837,32,4081,40,22,708,851,863,519,119,5,680,175032,838,062-06-I,CRB,I,M,Trout,1.03,318.81,1764.37,1775.65,0,0,1.98,0.18,0.36,37.11,0.65,57.42,3.44,0.31,0,0,99.58,13.95,103.33,23.98,99.24,Managed,1.37,0.52,24.53,0.14,30.52,1.87,244.37,41.67,"(1.61e+03,1.87e+03]","(49.8,74.1]",1,7.90650487143,3.75,Low Harvest,-0.849663004744,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1440246.5460811774,2814207.7168767923
2155,114,7,73,864,200,78488,0,100,0,0,99,136,79,0,1,5890,39,3165,42,30,243,223,119,23,3,0,668,117598,985,032-19-I,CRB,I,M,Cherry,1.31,334.64,1144.87,1488.14,0,0,5.4,2.98,1.3,51.35,0.73,70.55,7.66,4.22,0,0,100,8.05,111.67,17.85,97.54,Managed,2.16,0.41,40.76,0.08,31.4,9.77,655.61,30.66,"(1.1e+03,1.35e+03]","(49.8,74.1]",3,7.03136600662,11.88,Low Harvest,-2.25210685949,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1449362.5058182976,2874831.9100841107
2158,88,6,76,926,201,27572,0,100,0,0,100,111,88,0,0,6398,31,2658,44,27,195,182,112,30,3,0,643,96333,1050,062-05-I,CRB,I,M,Deep,1.24,386.92,945.46,1515.4,0,0,0.96,2.71,0.74,62.31,2.51,24.79,3.88,10.92,0,0,95.57,2.5,107.67,10.91,99.17,Managed,2.46,0.17,120.86,0.04,27.82,3.69,89.11,32.86,"(839,1.1e+03]","[1.11,25.4]",1,2.64421551414,14.8,Low Harvest,-3.96115744508,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1420353.0793026993,2819669.3921185704
2180,130,6,70,909,201,41949,0,100,0,0,100,152,95,0,0,5973,54,3046,44,30,294,278,158,33,1,0,649,95900,1037,032-09-I,CRB,I,M,Wilkes,1.21,333.9,959.73,1374.82,0,0,0.58,0.44,2.57,29.4,0.78,37.63,1.55,1.16,0,0,98.08,5.33,115,15.95,93.41,Managed,1.81,0.08,20.77,0.06,11.11,5.2,67.49,26.62,"(839,1.1e+03]","(25.4,49.8]",3,5.55364529607,2.71,Low Harvest,-2.1204293535,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1461179.770511579,2878729.1805582824
2188,92,9,70,1032,199,100604,23,77,0,0,89,122,69,1,11,4303,33,4604,43,27,572,660,558,207,26,0,664,144510,942,062-17-I,CRB,I,M,Cache,1.16,352.52,1455.97,1749.71,0,0,0,0.16,0,0.1,0,90.38,0,0.18,0,0,100,13.86,92.33,22.97,100,Managed,1.89,0.49,13.94,0.12,22.9,5.84,445.27,53.59,"(1.35e+03,1.61e+03]","(74.1,98.5]",1,9.51942691127,0.18,Low Harvest,-0.398313798429,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1420590.3731771717,2785354.566092528
2197,93,9,72,1122,199,46067,19,81,0,0,94,121,50,0,6,3813,28,5015,52,32,615,719,659,288,45,0,647,167674,888,062-13-I,CRB,I,M,Straight,1.56,323.68,1725.1,1789.79,0.98,0.47,0,0,0,0,0,39.49,0,0,2.49,1.2,100,10.01,120.67,25.36,99.21,Managed,2.37,0.36,42.73,0.09,49.53,2.44,293.7,30.6,"(1.61e+03,1.87e+03]","(25.4,49.8]",1,5.80256217031,0,Low Harvest,-1.99505160156,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,3.69,-1430296.3023148638,2799786.631735497
2199,124,9,65,484,163,31574,0,100,0,0,100,141,97,0,0,5907,43,3557,41,29,246,201,94,4,0,0,642,121875,1120,022-20-I,CRB,I,M,E.F. Steamboat,1.43,324.94,1218.01,1180.6,0.43,0.14,3.13,4.82,2.41,61.53,2.17,28.41,11.02,16.98,1.51,0.5,100,7.37,112.75,17.48,97.92,Managed,1.94,0.3,25.85,0.08,16.41,4.12,145.62,29.15,"(1.1e+03,1.35e+03]","(25.4,49.8]",3,6.05085344127,28,Low Harvest,-0.903533580975,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,2.01,-1515115.0054609515,2908645.7268582545
2207,140,10,66,494,51,18582,0,100,0,0,100,157,99,0,0,5192,55,4199,45,35,176,123,35,0,0,0,641,115644,1142,022-19-I,CRB,I,R,Graham,1.4,312.6,1157.28,1215.64,0,0,0,0,0,0,0,16.62,0,0,0,0,99.94,7.4,113,17.84,97.65,Reference,2.81,0.26,49.77,0.08,25.99,3.7,351.69,26.67,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,6.39430388497,0,Low Harvest,0.739871650327,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1509118.5325334321,2897879.0914813033
2253,108,9,67,616,201,54971,1,99,0,0,15,128,92,0,85,4659,32,4718,51,36,322,313,179,29,2,0,638,125848,995,022-15-I,CRB,I,M,E.F. Eagle,1.18,298.84,1251.82,1390.03,5.13,1.78,2.22,2.42,3.09,71.88,1.46,49.33,4.49,4.9,10.4,3.62,98.3,12.98,131.33,25.15,100,Managed,1.67,0.12,4.04,0.1,3.27,3.11,212.36,13.6,"(1.1e+03,1.35e+03]","(25.4,49.8]",3,10.3689028774,9.39,Low Harvest,2.00159072908,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,14.02,-1490388.689580397,2898573.519335211
2280,113,9,66,616,201,37773,1,99,0,0,3,134,97,0,97,4663,38,4713,43,31,317,302,151,18,0,0,652,124006,1026,022-02-I,CRB,I,M,Falls,1.18,300.99,1234.37,1343.95,0,0,5.34,2.32,3.31,119.95,3.59,33.38,15.99,6.95,0,0,100,9.76,108,26.64,95.92,Managed,1.92,0.48,15.66,0.09,18.68,8.67,144.31,34.45,"(1.1e+03,1.35e+03]","(25.4,49.8]",3,7.90686747086,22.94,Low Harvest,0.539668977799,Bitterroot Mountains,"This section has steep dissected mid- to high-elevation mountains with metasedimentary geologic composition. Vegetation is mountain grasslands, lodgepole pine, and Douglas-fir cover types.",M333D,0,-1494478.8041119515,2912883.184180411
105,105,8,67,522,190,24282,0,87,13,0,5,123,97,1,95,6109,35,3366,29,17,445,506,349,82,5,0,695,115240,875,023-09-I,CRB,I,M,Boulder,2.66,203.64,1145.22,1502.95,0,0,0,0,0,0.7,0.03,21.92,0,0,0,0,100,12.78,114.5,29.33,97.81,Managed,1.42,0.51,30.12,0.04,39.18,4.91,319.83,32.13,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,11.1594278829,0,Low Harvest,4.86911531312,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1497692.4032888121,2998511.166828154
107,88,9,67,1149,201,29134,0,100,0,0,100,109,80,0,0,5403,29,3392,36,23,428,540,455,130,6,0,715,105981,687,024-01-I,CRB,I,M,American,1.07,119.64,1049.46,1793.02,0,0,0.35,2.85,0.71,16.14,0.62,26.04,1.35,10.93,0,0,100,9.31,90,23.58,99.43,Managed,1.77,0.33,24.96,0.07,19.92,4.33,720.66,53.51,"(839,1.1e+03]","(25.4,49.8]",3,8.87122901302,12.28,Low Harvest,2.13989049076,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1471974.7549023035,3042267.843692176
108,85,9,70,1652,201,41321,0,100,0,0,100,110,87,0,0,5073,22,3258,35,26,303,353,241,44,1,0,678,99216,792,024-02-I,CRB,I,M,E.F. Yaak,1.19,205.01,985.6,1643.5,4.55,1.48,8.22,2.58,4.12,88.96,2.37,37.5,21.92,6.88,12.13,3.94,100,5.74,95,20.86,97.69,Managed,1.99,0.3,46.83,0.06,40.03,6.54,508.23,48,"(839,1.1e+03]","(25.4,49.8]",3,5.82386363636,28.8,Low Harvest,-1.84134956394,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,16.07,-1432755.0073259987,3028083.140969249
110,117,10,68,1388,201,96885,0,100,0,0,100,134,95,0,0,4902,51,3702,23,17,233,254,154,26,1,0,742,76487,1025,024-04-I,CRB,I,M,Pete,0.99,261.57,771.94,1330.56,0,0,13,12.82,0.78,184.73,2.11,87.4,14.87,14.67,0,0,100,9.66,113,30.45,99.52,Managed,2.2,0.25,19.23,0.14,15.46,1.47,98.24,29.27,"[582,839]","(74.1,98.5]",3,12.5139259528,29.54,Low Harvest,2.68203684459,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1457660.8463019251,3021923.5223256396
112,97,10,66,1301,201,42636,0,100,0,0,36,116,97,0,64,5359,33,3337,25,18,384,476,372,84,3,0,759,95541,797,024-06-I,CRB,I,M,Canuck,0.99,161.65,951.82,1635.23,0,0,2.89,9.34,11.02,65.44,1.68,38.97,7.43,23.97,0,0,100,9.3,101,23.52,100,Managed,1.98,0.33,43.15,0.12,31.6,2.75,173.32,38.01,"(839,1.1e+03]","(25.4,49.8]",3,9.77075497468,31.4,High Harvest,2.00708307216,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1475339.2740876933,3044389.197118328
113,99,10,68,1583,201,31684,0,100,0,0,100,119,81,0,0,4840,39,3577,29,22,278,312,178,26,1,0,726,98068,987,024-07-I,CRB,I,M,Beaver,0.89,249.97,961.29,1388.78,0,0,2.94,3.58,0.56,48.52,1.63,29.77,9.89,12.03,0,0,98.57,5.45,98,27.05,99.17,Managed,2.07,0.26,58.62,0.05,37.77,6.77,494.67,47.06,"(839,1.1e+03]","(25.4,49.8]",3,5.66946498975,21.92,Low Harvest,-1.40465635796,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1451675.9637051853,3019053.6760080494
114,164,11,66,1400,201,5304,0,100,0,0,97,173,88,0,3,4680,86,3920,24,8,80,22,0,0,0,0,742,68822,1291,025-08-I,CRB,I,M,Logan,0.8,337.46,706.9,936.71,0,0,1.05,0.83,0.44,8.17,1.68,4.87,21.58,17.1,0,0,97.05,2.94,98.25,10.2,96.31,Managed,2.16,0.19,124.28,0.01,45.83,42.79,570.33,42.67,"[582,839]","[1.11,25.4]",3,4.15900410242,38.68,High Harvest,1.72063951394,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1482542.8954288969,2996612.2061426947
115,91,9,66,1065,201,44443,0,100,0,0,99,106,77,0,1,5244,27,3610,50,31,538,627,556,220,24,0,648,142199,891,025-10-I,CRB,I,R,Ross,1.27,224.06,1482.93,1519.55,3.35,1.32,0,0,0,0,0,39.89,0,0,8.4,3.3,100,10.6,135.25,26.73,98.24,Reference,2.19,0.4,27.23,0.12,32.75,2.77,423.2,12.59,"(1.35e+03,1.61e+03]","(25.4,49.8]",3,7.14801103221,0,Low Harvest,-0.748288371589,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,11.7,-1484608.1085043813,2956946.156370831
118,112,10,66,1284,201,19800,0,100,0,0,98,125,95,0,2,4852,41,3836,44,32,368,397,310,74,3,0,654,110263,994,025-15-I,CRB,I,M,Dry,1.38,272.74,1122.78,1366.8,1,0.34,0,0.48,0,8.57,0.48,17.68,0,2.73,5.66,1.94,100,10.09,126.75,26.6,97.05,Managed,3.85,0,0,0.13,0,0,231.63,14.77,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,8.9866224906,2.73,Low Harvest,3.24675365958,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,7.6,-1481972.719409264,2950772.12233462
119,96,10,68,1383,201,42661,0,100,0,0,85,117,89,0,15,5044,29,3567,41,26,366,412,281,74,4,0,657,116914,909,025-19-I,CRB,I,M,O'Brien,1.23,225.02,1156.85,1499.2,0,0,3.96,3.68,2.84,64.14,1.67,38.44,10.3,9.58,0,0,100,8.49,116,24.64,96.77,Managed,1.2,0.45,42.7,0.04,52.92,10.29,421.97,28.78,"(1.1e+03,1.35e+03]","(25.4,49.8]",3,7.33889441155,19.88,Low Harvest,-0.389713612939,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1469289.913325111,2993548.7557737967
120,106,10,66,1037,201,98092,0,100,0,0,42,122,93,0,58,5375,37,3588,40,28,499,561,446,155,14,0,665,136799,912,025-20-I,CRB,I,M,N. Callahan,1.77,220.32,1387.76,1468.55,0,0,0.53,0.03,0.39,14.89,0.17,88.34,0.6,0.04,0,0,100,19.61,126.67,29.85,94.49,Managed,2.57,0.37,39.74,0.14,33.95,1.24,243.32,24.12,"(1.35e+03,1.61e+03]","(74.1,98.5]",3,14.1306854211,0.64,Low Harvest,4.27140355673,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1484814.4772003887,2983087.7564136023
122,113,10,69,1239,201,17276,0,82,0,18,92,128,96,0,8,4780,43,3961,47,32,359,361,246,38,0,0,648,119470,987,026-04-I,CRB,I,M,W.F. Rock,1.37,289.55,1199.4,1398.9,0,0,0.2,1.09,0.25,32.71,2.16,15.12,1.32,7.23,0,0,96.48,4.74,122,14.83,96.31,Managed,2.99,0.27,71.72,0.05,46.3,13.88,175.63,17.86,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,3.95197598799,8.55,Low Harvest,-1.38737241837,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1471588.2915662923,2934085.306671129
123,82,8,69,829,201,45127,0,9,0,91,93,101,66,0,6,4381,23,4691,54,34,542,621,500,164,8,0,642,170250,804,026-07-I,CRB,I,M,Rock,1.56,227.78,1701.37,1642.17,0,0,0,0.33,0,9.25,0.22,41.19,0,0.8,0,0,98.92,12.91,126.25,21.17,98.79,Managed,2.47,0.48,11.3,0.13,17.61,2.07,345.74,13.51,"(1.61e+03,1.87e+03]","(25.4,49.8]",3,7.58800260966,0.8,Low Harvest,-0.317536067425,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1471461.3009290928,2934026.4114605663
125,98,10,70,1897,169,41467,0,81,0,19,100,122,67,0,0,4853,31,3263,19,13,320,365,248,40,0,0,750,85171,868,027-14-I,CRB,I,M,East Branch Big,1.33,250.4,857.39,1590.91,3.71,0.68,8.67,0,5.25,59.27,1.58,37.45,23.16,0,9.91,1.81,100,7.07,110.75,22.06,90.13,Managed,1.11,0.26,45.94,0.06,49.44,3.87,175.71,25.17,"(839,1.1e+03]","(25.4,49.8]",3,8.24595574943,23.16,Low Harvest,0.584158981194,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,11.72,-1441160.0107213873,2994245.0034041703
126,91,10,69,1895,164,26030,0,78,0,22,100,116,99,0,0,4797,27,3324,19,13,319,362,237,39,0,0,743,89751,904,027-19-IS,CRB,IS,R,West Branch Big,1.12,248.38,899.58,1554.29,0,0,0.02,0,0.02,0.19,0.01,23.55,0.09,0,0,0,99.92,5.93,82.18,14.48,95.18,Reference,0.49,0.67,34.22,0.02,81.42,18.55,732.41,57.92,"(839,1.1e+03]","[1.11,25.4]",3,6.59196513929,0.09,Low Harvest,0.0451096862686,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1441350.4318411376,2994121.760612253
131,108,7,70,1191,201,37093,0,79,0,21,96,132,73,0,4,5780,41,2900,37,31,274,301,195,37,1,0,690,70729,993,028-13-I,CRB,I,M,Parsnip,1.03,258.99,723.94,1433.14,0.22,0.1,7.65,2.21,10.34,30.87,0.92,33.38,22.92,6.61,0.67,0.31,100,7.42,96,28.46,97.87,Managed,2.14,0.36,62.96,0.06,45.28,2.36,654.47,45.74,"[582,839]","(25.4,49.8]",3,10.249468188,29.53,Low Harvest,2.88226969491,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0.98,-1430791.4616049274,2997119.9325102237
132,94,9,71,1659,201,89188,0,100,0,0,100,119,79,0,0,5116,32,3225,24,21,272,305,204,46,3,0,759,92581,886,028-14-I,CRB,I,M,Sutton,0.89,246.35,927.15,1574.26,0,0,23.13,20.33,9.35,127.21,1.59,80.01,28.91,25.41,0,0,100,7.13,112.25,22.62,97.53,Managed,2.56,0.33,54.99,0.13,38.64,6.46,228.44,27.34,"(839,1.1e+03]","(74.1,98.5]",3,7.6902335113,54.32,High Harvest,-1.9154414662200001,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1422100.4073172477,3006698.7928780536
145,97,9,69,924,201,15553,0,24,0,76,83,122,89,0,15,4431,35,4562,43,25,448,487,413,130,9,0,667,113020,938,035-02-I,CRB,I,R,Lake,0.87,271.81,1103.98,1505.52,0,0,0.17,0,0,2.42,0.17,14.02,1.18,0,0,0,95.58,10.02,121,28,99.43,Reference,3.44,0.33,58.95,0.07,37.12,9.18,1178.39,20.39,"(1.1e+03,1.35e+03]","[1.11,25.4]",3,9.07625138137,1.18,Low Harvest,3.85743593368,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1455745.7132299384,2932074.2581854938
147,114,11,69,1399,201,12273,0,100,0,0,100,133,93,0,0,4682,43,3919,39,24,265,218,89,2,0,0,659,88053,1073,035-04-I,CRB,I,M,Miller,1.27,325.82,900.2,1301.31,0,0,0.14,0.98,0.09,10.57,0.96,10.99,1.23,8.93,0,0,100,4.2,114.75,15.49,99.43,Managed,1.95,0.28,57.48,0.04,29.48,11.87,181.14,24.66,"(839,1.1e+03]","[1.11,25.4]",3,4.66562986003,10.16,Low Harvest,0.143201266904,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1452530.6963441127,2936645.424289866
158,108,9,74,1490,201,39756,0,100,0,0,64,133,84,0,36,4866,43,3647,25,20,257,263,143,13,0,0,703,68145,976,037-03-I,CRB,I,M,Martin,1.42,304.96,684.56,1488.25,0,0,9.18,5.92,0.28,93.42,2.62,35.66,25.74,16.6,0,0,100,5,100,9.8,96.27,Managed,0.41,0.62,53.84,0,69.27,79.17,881.11,39.35,"[582,839]","(25.4,49.8]",4,7.30396166881,42.34,High Harvest,-0.23242358639,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1381614.8449315238,2972970.616234417
159,96,10,74,1417,201,22619,0,100,0,0,100,125,86,0,0,4741,33,3843,25,16,292,329,225,29,0,0,708,68969,930,037-04-I,CRB,I,M,Alder,1.55,294.17,698.66,1579.07,0,0,2.65,2.42,0.81,39.54,1.95,20.28,13.09,11.93,0,0,100,4.11,82.25,9.05,97.53,Managed,1.05,0.36,55.39,0.02,49.39,49.57,621.68,61.85,"[582,839]","[1.11,25.4]",4,5.88268972032,25.02,Low Harvest,-0.208498423346,Flathead Valley,"The landscape of this section is one of glaciated mountains, glacial moraines, troughs, and basins. Rocks are metasedimentary with glacial deposits. Dominant vegetation is larch, hemlock-Sitka spruce, western white pine, and fir-spruce cover types.",M333B,0,-1392989.7204535094,2968771.121993617
